episode,step,x,y
151.00,16.00,365.62,113.23
151.00,17.00,390.47,110.49
151.00,18.00,400.49,87.59
151.00,19.00,422.68,76.06
151.00,20.00,442.42,91.39
151.00,21.00,461.33,107.74
151.00,22.00,486.18,105.02
151.00,23.00,507.88,117.44
151.00,24.00,525.12,99.34
151.00,25.00,549.09,106.45
151.00,26.00,556.26,130.40
151.00,27.00,580.96,134.23
151.00,28.00,598.64,151.90
151.00,29.00,617.07,168.80
151.00,30.00,641.25,175.12
151.00,31.00,654.83,154.12
151.00,32.00,672.51,171.80
151.00,33.00,697.37,174.42
151.00,34.00,712.41,194.39
151.00,35.00,730.08,212.07
151.00,36.00,751.72,224.58
151.00,37.00,769.40,242.26
151.00,38.00,782.55,263.52
151.00,39.00,792.66,286.39
151.00,40.00,810.34,304.07
151.00,41.00,826.15,323.43
151.00,42.00,843.50,341.43
151.00,43.00,849.36,365.73
151.00,44.00,874.36,366.18
151.00,45.00,882.91,389.68
151.00,46.00,897.86,409.71
151.00,47.00,911.01,430.97
151.00,48.00,905.20,455.29
151.00,49.00,900.07,479.76
151.00,50.00,917.07,498.09
151.00,51.00,937.95,484.34
151.00,52.00,920.27,502.02
151.00,53.00,902.59,519.69
151.00,54.00,900.29,544.59
151.00,55.00,876.08,538.39
151.00,56.00,887.48,516.14
151.00,57.00,894.80,540.04
151.00,58.00,894.12,565.03
151.00,59.00,894.08,590.03
151.00,60.00,910.81,608.61
151.00,61.00,886.19,612.92
151.00,62.00,910.78,608.42
151.00,63.00,905.61,632.88
151.00,64.00,880.62,632.24
151.00,65.00,868.24,653.96
151.00,66.00,859.95,677.55
151.00,67.00,863.88,702.24
151.00,68.00,881.56,719.92
151.00,69.00,863.88,737.59
151.00,70.00,849.03,757.70
151.00,71.00,870.08,744.21
151.00,72.00,882.22,766.07
151.00,73.00,871.22,788.52
151.00,74.00,846.45,785.16
151.00,75.00,840.25,760.94
151.00,76.00,839.09,785.91
151.00,77.00,832.10,761.91
151.00,78.00,822.15,738.97
151.00,79.00,846.80,734.82
151.00,80.00,845.69,759.79
151.00,81.00,851.89,784.01
151.00,82.00,872.42,769.75
151.00,83.00,871.47,794.73
151.00,84.00,893.21,782.38
151.00,85.00,868.28,784.23
151.00,86.00,859.15,807.51
151.00,87.00,859.41,782.51
151.00,88.00,839.58,797.73
151.00,89.00,816.67,787.71
151.00,90.00,841.67,788.24
151.00,91.00,827.98,767.32
151.00,92.00,816.57,745.07
151.00,93.00,810.12,769.22
151.00,94.00,823.62,748.18
151.00,95.00,847.03,756.95
151.00,96.00,841.66,732.53
151.00,97.00,817.15,727.63
151.00,98.00,818.46,702.66
151.00,99.00,833.85,722.37
151.00,100.00,858.07,716.21
152.00,1.00,81.83,212.19
152.00,2.00,101.69,227.37
152.00,3.00,126.27,231.95
152.00,4.00,141.46,251.80
152.00,5.00,144.81,276.58
152.00,6.00,148.28,251.82
152.00,7.00,173.15,254.38
152.00,8.00,197.95,251.23
152.00,9.00,222.88,249.38
152.00,10.00,231.85,226.05
152.00,11.00,236.52,201.49
152.00,12.00,257.77,188.31
152.00,13.00,278.53,202.24
152.00,14.00,291.12,180.65
152.00,15.00,315.46,186.36
152.00,16.00,333.14,168.68
152.00,17.00,358.13,167.87
152.00,18.00,380.92,157.59
152.00,19.00,405.29,163.15
152.00,20.00,422.64,145.15
152.00,21.00,447.35,141.37
152.00,22.00,446.50,116.38
152.00,23.00,471.49,116.06
152.00,24.00,491.25,100.74
152.00,25.00,516.23,99.85
152.00,26.00,520.93,124.41
152.00,27.00,542.38,111.56
152.00,28.00,566.43,104.73
152.00,29.00,589.11,115.24
152.00,30.00,581.29,138.99
152.00,31.00,597.41,119.88
152.00,32.00,622.05,115.65
152.00,33.00,639.73,133.33
152.00,34.00,655.97,152.34
152.00,35.00,673.64,170.02
152.00,36.00,693.80,184.80
152.00,37.00,711.48,202.48
152.00,38.00,716.82,226.90
152.00,39.00,729.66,248.35
152.00,40.00,747.20,266.17
152.00,41.00,761.57,286.63
152.00,42.00,779.24,304.31
152.00,43.00,796.03,322.84
152.00,44.00,812.55,341.60
152.00,45.00,831.83,357.51
152.00,46.00,850.74,373.87
152.00,47.00,875.65,375.95
152.00,48.00,893.33,393.63
152.00,49.00,874.29,409.83
152.00,50.00,888.98,430.05
152.00,51.00,878.50,452.75
152.00,52.00,893.86,472.48
152.00,53.00,871.64,483.96
152.00,54.00,883.12,506.16
152.00,55.00,891.39,529.76
152.00,56.00,892.49,554.73
152.00,57.00,874.81,572.41
152.00,58.00,890.98,591.48
152.00,59.00,894.29,616.26
152.00,60.00,876.62,633.93
152.00,61.00,888.05,656.16
152.00,62.00,869.84,673.29
152.00,63.00,852.16,690.97
152.00,64.00,829.17,700.78
152.00,65.00,853.96,704.00
152.00,66.00,843.04,726.48
152.00,67.00,833.46,749.58
152.00,68.00,808.90,744.91
152.00,69.00,797.42,767.11
152.00,70.00,815.10,749.44
152.00,71.00,832.17,731.18
152.00,72.00,810.36,743.39
152.00,73.00,819.99,720.32
152.00,74.00,808.59,742.57
152.00,75.00,826.27,724.89
152.00,76.00,822.21,749.56
152.00,77.00,841.73,733.94
152.00,78.00,823.49,751.04
152.00,79.00,827.57,726.37
152.00,80.00,845.12,708.58
152.00,81.00,852.26,732.54
152.00,82.00,874.17,744.57
152.00,83.00,856.17,761.92
152.00,84.00,850.94,737.47
152.00,85.00,825.96,736.32
152.00,86.00,802.34,728.14
152.00,87.00,806.76,703.54
152.00,88.00,813.32,679.41
152.00,89.00,816.58,704.20
152.00,90.00,838.69,692.52
152.00,91.00,834.23,717.12
152.00,92.00,827.69,741.25
152.00,93.00,848.17,755.59
152.00,94.00,826.16,743.72
152.00,95.00,833.34,767.67
152.00,96.00,852.08,751.12
152.00,97.00,858.76,775.21
152.00,98.00,837.82,788.88
152.00,99.00,836.79,763.90
152.00,100.00,813.09,771.86
153.00,1.00,77.68,217.68
153.00,2.00,98.36,231.72
153.00,3.00,114.34,250.95
153.00,4.00,134.58,236.26
153.00,5.00,123.74,258.80
153.00,6.00,147.51,266.55
153.00,7.00,132.05,246.91
153.00,8.00,135.21,271.70
153.00,9.00,152.75,289.52
153.00,10.00,173.97,302.74
153.00,11.00,196.98,292.96
153.00,12.00,215.31,275.96
153.00,13.00,232.99,258.28
153.00,14.00,246.18,237.05
153.00,15.00,271.08,234.87
153.00,16.00,279.14,211.20
153.00,17.00,297.19,193.91
153.00,18.00,314.53,175.90
153.00,19.00,336.83,164.60
153.00,20.00,354.51,146.92
153.00,21.00,372.19,129.25
153.00,22.00,395.75,120.89
153.00,23.00,413.43,103.21
153.00,24.00,438.08,99.05
153.00,25.00,460.38,110.34
153.00,26.00,485.37,111.01
153.00,27.00,505.68,96.44
153.00,28.00,529.34,104.52
153.00,29.00,553.32,97.45
153.00,30.00,536.86,116.27
153.00,31.00,558.31,129.12
153.00,32.00,582.52,122.87
153.00,33.00,571.97,145.53
153.00,34.00,591.63,160.97
153.00,35.00,616.42,164.18
153.00,36.00,640.22,156.52
153.00,37.00,658.29,173.80
153.00,38.00,635.01,164.69
153.00,39.00,650.70,184.15
153.00,40.00,637.72,205.51
153.00,41.00,659.90,217.05
153.00,42.00,676.69,235.57
153.00,43.00,694.36,253.25
153.00,44.00,704.72,276.00
153.00,45.00,719.36,296.27
153.00,46.00,737.04,313.95
153.00,47.00,740.71,338.68
153.00,48.00,758.28,356.45
153.00,49.00,780.51,367.89
153.00,50.00,791.89,390.15
153.00,51.00,790.12,415.09
153.00,52.00,807.80,432.77
153.00,53.00,795.57,454.57
153.00,54.00,820.57,454.83
153.00,55.00,838.24,472.50
153.00,56.00,840.24,497.42
153.00,57.00,857.92,515.10
153.00,58.00,841.52,533.97
153.00,59.00,859.19,551.65
153.00,60.00,866.22,575.64
153.00,61.00,890.19,568.53
153.00,62.00,869.65,582.79
153.00,63.00,893.54,575.45
153.00,64.00,883.61,598.39
153.00,65.00,876.17,622.25
153.00,66.00,880.24,646.92
153.00,67.00,873.04,622.98
153.00,68.00,880.38,646.88
153.00,69.00,879.61,671.87
153.00,70.00,877.88,696.81
153.00,71.00,854.49,705.63
153.00,72.00,835.77,722.20
153.00,73.00,810.83,723.92
153.00,74.00,835.09,717.86
153.00,75.00,854.57,733.52
153.00,76.00,873.91,749.36
153.00,77.00,855.91,766.70
153.00,78.00,832.77,757.24
153.00,79.00,853.23,771.61
153.00,80.00,837.73,791.22
153.00,81.00,813.19,786.43
153.00,82.00,796.74,767.61
153.00,83.00,814.41,749.93
153.00,84.00,814.63,724.93
153.00,85.00,829.95,744.68
153.00,86.00,854.77,741.68
153.00,87.00,829.95,738.72
153.00,88.00,826.54,763.49
153.00,89.00,816.37,740.65
153.00,90.00,833.55,722.49
153.00,91.00,856.22,711.97
153.00,92.00,861.50,736.41
153.00,93.00,838.85,746.99
153.00,94.00,815.28,738.67
153.00,95.00,793.05,750.11
153.00,96.00,801.57,726.61
153.00,97.00,819.39,709.07
153.00,98.00,840.57,695.80
153.00,99.00,861.58,682.25
153.00,100.00,840.67,695.94
154.00,1.00,77.68,217.68
154.00,2.00,94.61,236.07
154.00,3.00,108.31,256.98
154.00,4.00,131.29,266.81
154.00,5.00,152.34,253.32
154.00,6.00,148.35,228.65
154.00,7.00,148.46,203.65
154.00,8.00,168.81,218.17
154.00,9.00,193.75,219.90
154.00,10.00,215.74,208.00
154.00,11.00,221.31,232.37
154.00,12.00,238.99,214.69
154.00,13.00,256.67,197.01
154.00,14.00,272.71,177.84
154.00,15.00,285.73,199.18
154.00,16.00,284.98,174.19
154.00,17.00,309.65,170.18
154.00,18.00,329.06,154.43
154.00,19.00,346.74,136.75
154.00,20.00,361.43,156.98
154.00,21.00,377.28,137.64
154.00,22.00,402.20,135.65
154.00,23.00,426.65,130.46
154.00,24.00,449.05,119.35
154.00,25.00,473.39,125.03
154.00,26.00,478.40,100.54
154.00,27.00,502.49,107.22
154.00,28.00,522.02,122.83
154.00,29.00,536.26,102.28
154.00,30.00,561.08,105.28
154.00,31.00,582.53,118.13
154.00,32.00,603.48,131.76
154.00,33.00,624.31,145.59
154.00,34.00,644.20,160.74
154.00,35.00,657.10,182.16
154.00,36.00,674.77,199.83
154.00,37.00,684.53,222.85
154.00,38.00,709.50,224.08
154.00,39.00,727.57,241.36
154.00,40.00,744.64,259.62
154.00,41.00,732.49,281.47
154.00,42.00,751.83,297.31
154.00,43.00,772.02,312.05
154.00,44.00,771.52,337.04
154.00,45.00,762.78,360.47
154.00,46.00,783.92,373.81
154.00,47.00,780.48,398.57
154.00,48.00,781.41,423.55
154.00,49.00,798.25,442.04
154.00,50.00,822.67,447.39
154.00,51.00,819.03,472.13
154.00,52.00,836.70,489.80
154.00,53.00,854.38,507.48
154.00,54.00,878.63,513.55
154.00,55.00,868.80,536.53
154.00,56.00,884.67,555.85
154.00,57.00,866.99,573.53
154.00,58.00,850.62,592.42
154.00,59.00,840.06,615.08
154.00,60.00,856.33,634.06
154.00,61.00,857.38,659.04
154.00,62.00,839.70,676.71
154.00,63.00,851.91,698.53
154.00,64.00,862.21,721.31
154.00,65.00,865.98,746.02
154.00,66.00,844.69,759.13
154.00,67.00,821.03,751.07
154.00,68.00,845.87,753.90
154.00,69.00,821.92,746.75
154.00,70.00,833.72,724.71
154.00,71.00,815.77,742.11
154.00,72.00,830.81,722.15
154.00,73.00,855.57,725.59
154.00,74.00,850.61,750.09
154.00,75.00,825.99,754.44
154.00,76.00,802.71,745.31
154.00,77.00,822.47,729.99
154.00,78.00,841.44,713.70
154.00,79.00,852.85,735.94
154.00,80.00,836.84,755.14
154.00,81.00,827.47,778.32
154.00,82.00,807.22,763.64
154.00,83.00,824.90,745.97
154.00,84.00,830.72,721.65
154.00,85.00,807.89,731.86
154.00,86.00,823.13,712.04
154.00,87.00,840.39,730.13
154.00,88.00,831.85,753.62
154.00,89.00,814.40,771.52
154.00,90.00,814.28,746.52
154.00,91.00,797.47,728.02
154.00,92.00,806.61,704.75
154.00,93.00,820.87,684.22
154.00,94.00,842.50,671.68
154.00,95.00,836.49,695.94
154.00,96.00,842.45,720.22
154.00,97.00,843.39,745.20
154.00,98.00,834.82,768.69
154.00,99.00,855.16,754.15
154.00,100.00,846.83,777.73
155.00,1.00,79.68,215.42
155.00,2.00,97.65,232.80
155.00,3.00,118.53,246.54
155.00,4.00,140.66,234.91
155.00,5.00,158.34,252.59
155.00,6.00,183.30,254.01
155.00,7.00,206.76,245.38
155.00,8.00,231.10,239.68
155.00,9.00,253.08,227.77
155.00,10.00,275.76,217.24
155.00,11.00,292.08,198.31
155.00,12.00,309.76,180.63
155.00,13.00,327.44,162.95
155.00,14.00,350.17,152.54
155.00,15.00,374.95,155.82
155.00,16.00,399.35,161.27
155.00,17.00,402.50,186.07
155.00,18.00,425.93,194.77
155.00,19.00,437.70,172.71
155.00,20.00,455.37,155.04
155.00,21.00,473.05,137.36
155.00,22.00,498.05,137.34
155.00,23.00,522.98,139.27
155.00,24.00,542.94,154.32
155.00,25.00,567.17,160.49
155.00,26.00,587.71,174.73
155.00,27.00,605.39,192.41
155.00,28.00,623.35,209.79
155.00,29.00,647.76,215.19
155.00,30.00,669.33,227.84
155.00,31.00,694.13,230.97
155.00,32.00,694.87,255.96
155.00,33.00,712.55,273.64
155.00,34.00,730.22,291.32
155.00,35.00,754.81,295.87
155.00,36.00,778.06,305.06
155.00,37.00,803.05,305.33
155.00,38.00,820.73,323.01
155.00,39.00,823.35,347.87
155.00,40.00,826.26,372.70
155.00,41.00,821.94,397.32
155.00,42.00,833.70,419.38
155.00,43.00,856.99,428.47
155.00,44.00,865.38,452.02
155.00,45.00,888.84,443.38
155.00,46.00,872.41,462.23
155.00,47.00,861.95,439.52
155.00,48.00,863.42,464.48
155.00,49.00,846.97,483.30
155.00,50.00,840.46,507.44
155.00,51.00,850.09,530.51
155.00,52.00,860.80,553.10
155.00,53.00,868.59,576.86
155.00,54.00,850.80,594.42
155.00,55.00,825.94,591.72
155.00,56.00,845.63,607.13
155.00,57.00,853.49,630.86
155.00,58.00,845.91,654.68
155.00,59.00,832.58,633.53
155.00,60.00,828.03,658.11
155.00,61.00,852.75,654.40
155.00,62.00,865.00,676.19
155.00,63.00,851.51,697.24
155.00,64.00,833.83,714.92
155.00,65.00,815.31,731.70
155.00,66.00,837.07,719.40
155.00,67.00,850.20,698.12
155.00,68.00,825.20,698.63
155.00,69.00,803.38,710.83
155.00,70.00,825.60,699.38
155.00,71.00,822.50,724.18
155.00,72.00,820.46,699.27
155.00,73.00,812.92,723.10
155.00,74.00,837.85,724.91
155.00,75.00,831.02,700.86
155.00,76.00,843.53,679.21
155.00,77.00,819.82,687.14
155.00,78.00,843.51,695.10
155.00,79.00,822.11,708.03
155.00,80.00,810.09,729.95
155.00,81.00,788.90,743.21
155.00,82.00,813.77,745.70
155.00,83.00,819.16,721.28
155.00,84.00,843.28,727.84
155.00,85.00,832.40,750.35
155.00,86.00,808.19,756.57
155.00,87.00,831.38,765.89
155.00,88.00,820.70,743.29
155.00,89.00,831.26,765.95
155.00,90.00,838.14,741.91
155.00,91.00,820.22,759.34
155.00,92.00,835.82,739.80
155.00,93.00,849.82,760.52
155.00,94.00,829.12,774.53
155.00,95.00,850.53,761.63
155.00,96.00,829.86,775.70
155.00,97.00,827.86,750.78
155.00,98.00,808.72,734.70
155.00,99.00,823.21,714.33
155.00,100.00,847.91,710.45
156.00,1.00,77.68,217.68
156.00,2.00,94.75,235.94
156.00,3.00,116.79,247.75
156.00,4.00,131.21,268.16
156.00,5.00,153.82,257.49
156.00,6.00,176.05,246.05
156.00,7.00,200.74,249.95
156.00,8.00,221.87,236.59
156.00,9.00,244.14,225.23
156.00,10.00,260.58,206.40
156.00,11.00,284.31,214.29
156.00,12.00,307.28,204.41
156.00,13.00,320.89,183.44
156.00,14.00,337.64,202.00
156.00,15.00,355.32,184.33
156.00,16.00,372.05,165.75
156.00,17.00,389.73,148.07
156.00,18.00,407.41,130.40
156.00,19.00,426.79,114.61
156.00,20.00,441.59,134.77
156.00,21.00,459.89,117.74
156.00,22.00,482.93,108.02
156.00,23.00,498.08,88.14
156.00,24.00,521.46,79.30
156.00,25.00,541.88,93.72
156.00,26.00,563.10,106.95
156.00,27.00,582.71,91.44
156.00,28.00,606.26,99.81
156.00,29.00,630.55,105.75
156.00,30.00,648.23,123.42
156.00,31.00,665.90,141.10
156.00,32.00,673.34,164.97
156.00,33.00,691.02,182.65
156.00,34.00,673.34,200.32
156.00,35.00,691.02,218.00
156.00,36.00,711.88,231.79
156.00,37.00,728.33,250.61
156.00,38.00,746.68,267.58
156.00,39.00,755.44,291.00
156.00,40.00,773.12,308.68
156.00,41.00,795.46,319.90
156.00,42.00,811.95,338.69
156.00,43.00,832.26,353.26
156.00,44.00,851.52,369.21
156.00,45.00,860.97,392.36
156.00,46.00,883.47,381.47
156.00,47.00,887.28,406.17
156.00,48.00,889.43,431.08
156.00,49.00,885.62,455.79
156.00,50.00,877.64,479.48
156.00,51.00,864.56,500.78
156.00,52.00,878.05,521.83
156.00,53.00,879.14,546.81
156.00,54.00,883.99,571.33
156.00,55.00,876.83,595.28
156.00,56.00,863.85,616.65
156.00,57.00,850.39,637.71
156.00,58.00,861.26,660.23
156.00,59.00,865.96,684.78
156.00,60.00,863.80,709.69
156.00,61.00,847.59,728.72
156.00,62.00,822.60,727.84
156.00,63.00,841.77,711.80
156.00,64.00,858.17,730.67
156.00,65.00,833.17,730.81
156.00,66.00,852.49,746.68
156.00,67.00,835.60,765.11
156.00,68.00,858.54,755.17
156.00,69.00,841.58,773.54
156.00,70.00,857.94,792.44
156.00,71.00,870.72,813.93
156.00,72.00,845.76,815.38
156.00,73.00,861.51,834.79
156.00,74.00,844.62,816.36
156.00,75.00,826.70,798.93
156.00,76.00,801.73,797.73
156.00,77.00,787.15,777.42
156.00,78.00,787.67,752.43
156.00,79.00,811.04,743.54
156.00,80.00,802.01,720.22
156.00,81.00,823.43,707.33
156.00,82.00,846.57,697.86
156.00,83.00,826.67,712.99
156.00,84.00,839.43,734.49
156.00,85.00,861.01,747.11
156.00,86.00,842.25,763.63
156.00,87.00,836.12,739.40
156.00,88.00,846.35,716.59
156.00,89.00,864.03,734.27
156.00,90.00,877.17,755.53
156.00,91.00,859.89,773.60
156.00,92.00,834.98,775.72
156.00,93.00,815.84,759.64
156.00,94.00,810.01,735.33
156.00,95.00,822.79,713.84
156.00,96.00,847.20,719.23
156.00,97.00,835.59,697.09
156.00,98.00,846.39,674.55
156.00,99.00,859.42,695.88
156.00,100.00,847.46,717.83
157.00,1.00,70.48,222.70
157.00,2.00,95.29,225.80
157.00,3.00,103.64,249.37
157.00,4.00,124.06,234.94
157.00,5.00,146.83,245.26
157.00,6.00,171.10,239.25
157.00,7.00,196.10,239.51
157.00,8.00,221.04,241.16
157.00,9.00,230.07,217.85
157.00,10.00,248.91,234.29
157.00,11.00,267.23,217.28
157.00,12.00,288.94,204.89
157.00,13.00,276.42,226.53
157.00,14.00,294.10,208.85
157.00,15.00,293.42,183.86
157.00,16.00,316.96,192.26
157.00,17.00,334.64,174.58
157.00,18.00,358.47,182.13
157.00,19.00,376.15,164.46
157.00,20.00,389.33,143.21
157.00,21.00,414.14,146.29
157.00,22.00,438.72,141.73
157.00,23.00,454.13,122.05
157.00,24.00,478.34,115.81
157.00,25.00,499.77,128.68
157.00,26.00,523.10,137.68
157.00,27.00,546.34,128.49
157.00,28.00,565.98,113.02
157.00,29.00,586.35,127.51
157.00,30.00,610.27,134.77
157.00,31.00,630.08,150.02
157.00,32.00,647.76,167.70
157.00,33.00,668.83,181.15
157.00,34.00,686.51,198.83
157.00,35.00,694.39,222.56
157.00,36.00,715.01,236.69
157.00,37.00,736.16,250.02
157.00,38.00,760.05,257.40
157.00,39.00,778.23,274.55
157.00,40.00,794.08,293.89
157.00,41.00,815.31,307.09
157.00,42.00,839.68,312.66
157.00,43.00,863.60,319.93
157.00,44.00,877.33,340.82
157.00,45.00,888.57,363.15
157.00,46.00,903.34,383.32
157.00,47.00,918.16,403.46
157.00,48.00,902.73,423.13
157.00,49.00,891.60,445.52
157.00,50.00,884.56,469.50
157.00,51.00,871.43,448.23
157.00,52.00,878.22,472.29
157.00,53.00,886.34,495.93
157.00,54.00,901.31,515.96
157.00,55.00,907.86,540.08
157.00,56.00,919.18,562.37
157.00,57.00,902.19,580.71
157.00,58.00,915.21,602.05
157.00,59.00,897.69,619.88
157.00,60.00,892.82,644.40
157.00,61.00,889.56,669.19
157.00,62.00,884.23,693.61
157.00,63.00,861.43,703.85
157.00,64.00,854.61,727.91
157.00,65.00,829.89,731.69
157.00,66.00,844.40,711.33
157.00,67.00,868.04,719.48
157.00,68.00,843.05,718.73
157.00,69.00,818.19,721.40
157.00,70.00,841.09,731.44
157.00,71.00,866.02,733.32
157.00,72.00,844.36,745.81
157.00,73.00,823.21,759.14
157.00,74.00,843.69,744.81
157.00,75.00,819.23,749.95
157.00,76.00,819.81,724.95
157.00,77.00,826.18,700.78
157.00,78.00,850.84,696.65
157.00,79.00,861.30,719.36
157.00,80.00,836.37,721.26
157.00,81.00,848.18,743.29
157.00,82.00,854.73,719.16
157.00,83.00,835.35,734.96
157.00,84.00,811.81,743.37
157.00,85.00,831.73,728.26
157.00,86.00,844.92,749.49
157.00,87.00,823.12,761.73
157.00,88.00,807.08,742.56
157.00,89.00,818.35,720.24
157.00,90.00,843.31,721.60
157.00,91.00,819.60,713.66
157.00,92.00,839.75,728.46
157.00,93.00,815.46,722.56
157.00,94.00,839.54,715.85
157.00,95.00,862.60,725.52
157.00,96.00,837.67,723.68
157.00,97.00,849.94,701.90
157.00,98.00,852.81,726.73
157.00,99.00,831.26,739.40
157.00,100.00,814.65,758.08
158.00,1.00,72.42,221.70
158.00,2.00,91.04,238.38
158.00,3.00,112.58,251.07
158.00,4.00,131.64,267.24
158.00,5.00,155.35,275.19
158.00,6.00,176.04,261.16
158.00,7.00,200.94,258.95
158.00,8.00,217.63,240.34
158.00,9.00,235.31,222.66
158.00,10.00,215.02,208.05
158.00,11.00,240.00,207.12
158.00,12.00,264.70,203.25
158.00,13.00,282.38,185.57
158.00,14.00,307.38,185.83
158.00,15.00,328.93,173.17
158.00,16.00,353.30,178.74
158.00,17.00,374.07,164.81
158.00,18.00,391.79,147.18
158.00,19.00,416.14,152.84
158.00,20.00,433.82,135.16
158.00,21.00,451.49,117.48
158.00,22.00,476.49,117.47
158.00,23.00,487.26,94.90
158.00,24.00,489.25,119.82
158.00,25.00,505.74,101.03
158.00,26.00,530.38,96.81
158.00,27.00,552.53,108.41
158.00,28.00,559.64,132.38
158.00,29.00,582.94,141.43
158.00,30.00,607.77,144.32
158.00,31.00,584.22,135.93
158.00,32.00,585.65,160.89
158.00,33.00,600.44,181.05
158.00,34.00,623.50,190.69
158.00,35.00,645.38,202.79
158.00,36.00,659.89,223.15
158.00,37.00,684.70,226.23
158.00,38.00,709.41,230.06
158.00,39.00,727.09,247.74
158.00,40.00,749.07,235.84
158.00,41.00,767.85,252.35
158.00,42.00,760.05,276.10
158.00,43.00,771.13,298.51
158.00,44.00,786.73,318.04
158.00,45.00,809.57,328.22
158.00,46.00,810.57,353.20
158.00,47.00,828.25,370.87
158.00,48.00,849.89,383.38
158.00,49.00,850.29,408.38
158.00,50.00,872.08,420.62
158.00,51.00,885.22,441.89
158.00,52.00,907.46,453.31
158.00,53.00,889.78,470.99
158.00,54.00,905.25,490.63
158.00,55.00,892.20,511.95
158.00,56.00,897.57,536.37
158.00,57.00,888.61,559.70
158.00,58.00,896.16,583.53
158.00,59.00,878.63,601.36
158.00,60.00,860.90,618.98
158.00,61.00,869.51,642.46
158.00,62.00,892.39,652.53
158.00,63.00,908.74,671.44
158.00,64.00,903.27,695.84
158.00,65.00,881.89,708.80
158.00,66.00,863.12,725.32
158.00,67.00,888.11,724.58
158.00,68.00,869.05,740.75
158.00,69.00,890.56,728.02
158.00,70.00,868.80,740.33
158.00,71.00,855.99,761.79
158.00,72.00,851.10,786.31
158.00,73.00,868.19,804.56
158.00,74.00,844.21,811.62
158.00,75.00,850.13,787.33
158.00,76.00,828.10,775.52
158.00,77.00,844.65,756.78
158.00,78.00,841.33,781.56
158.00,79.00,834.86,805.70
158.00,80.00,810.61,799.60
158.00,81.00,801.23,776.43
158.00,82.00,823.32,764.72
158.00,83.00,807.12,745.69
158.00,84.00,815.09,721.99
158.00,85.00,836.57,734.78
158.00,86.00,860.58,741.73
158.00,87.00,835.68,743.87
158.00,88.00,816.88,760.36
158.00,89.00,829.38,738.71
158.00,90.00,850.31,725.03
158.00,91.00,836.89,746.12
158.00,92.00,861.68,742.94
158.00,93.00,839.29,731.82
158.00,94.00,863.39,738.48
158.00,95.00,840.62,748.80
158.00,96.00,850.99,771.54
158.00,97.00,838.21,793.03
158.00,98.00,840.27,768.11
158.00,99.00,821.96,785.14
158.00,100.00,833.60,763.01
159.00,1.00,77.68,217.68
159.00,2.00,95.36,235.36
159.00,3.00,112.82,253.24
159.00,4.00,127.95,273.14
159.00,5.00,148.60,259.05
159.00,6.00,171.15,269.84
159.00,7.00,190.46,253.97
159.00,8.00,208.55,236.70
159.00,9.00,233.44,234.43
159.00,10.00,229.79,209.70
159.00,11.00,253.27,201.12
159.00,12.00,271.56,184.07
159.00,13.00,296.15,179.55
159.00,14.00,309.39,158.35
159.00,15.00,333.99,162.81
159.00,16.00,355.18,149.54
159.00,17.00,379.52,155.23
159.00,18.00,395.70,136.16
159.00,19.00,413.37,118.49
159.00,20.00,436.48,108.95
159.00,21.00,460.89,114.37
159.00,22.00,463.44,89.50
159.00,23.00,486.49,79.82
159.00,24.00,508.20,92.20
159.00,25.00,531.30,101.77
159.00,26.00,554.87,110.10
159.00,27.00,579.84,108.87
159.00,28.00,598.41,125.61
159.00,29.00,616.91,142.42
159.00,30.00,634.32,160.37
159.00,31.00,651.84,178.20
159.00,32.00,675.91,184.97
159.00,33.00,700.04,191.49
159.00,34.00,724.59,196.19
159.00,35.00,742.27,213.87
159.00,36.00,759.95,231.55
159.00,37.00,782.24,242.86
159.00,38.00,799.92,260.54
159.00,39.00,806.45,284.67
159.00,40.00,830.90,289.89
159.00,41.00,848.58,307.57
159.00,42.00,863.63,327.53
159.00,43.00,881.31,345.20
159.00,44.00,879.05,370.10
159.00,45.00,896.19,388.30
159.00,46.00,873.73,377.33
159.00,47.00,867.09,401.43
159.00,48.00,881.77,421.66
159.00,49.00,869.66,399.79
159.00,50.00,894.58,401.78
159.00,51.00,896.54,426.70
159.00,52.00,883.73,448.17
159.00,53.00,907.68,455.34
159.00,54.00,892.98,475.56
159.00,55.00,898.83,499.87
159.00,56.00,877.41,512.75
159.00,57.00,897.72,527.32
159.00,58.00,872.72,527.31
159.00,59.00,864.61,550.95
159.00,60.00,871.08,575.10
159.00,61.00,890.77,590.51
159.00,62.00,875.67,610.43
159.00,63.00,885.68,633.34
159.00,64.00,874.39,655.65
159.00,65.00,856.40,638.29
159.00,66.00,867.55,660.67
159.00,67.00,868.05,685.66
159.00,68.00,865.34,710.51
159.00,69.00,852.16,689.27
159.00,70.00,862.08,712.22
159.00,71.00,860.05,737.13
159.00,72.00,847.76,758.90
159.00,73.00,830.46,776.95
159.00,74.00,855.46,776.97
159.00,75.00,840.27,796.83
159.00,76.00,864.76,791.82
159.00,77.00,843.62,805.15
159.00,78.00,833.02,827.79
159.00,79.00,835.66,802.93
159.00,80.00,842.65,778.93
159.00,81.00,835.35,755.02
159.00,82.00,859.17,762.60
159.00,83.00,873.79,782.88
159.00,84.00,853.74,797.80
159.00,85.00,843.42,820.57
159.00,86.00,860.29,802.13
159.00,87.00,835.46,805.08
159.00,88.00,833.98,780.13
159.00,89.00,815.38,796.83
