episode,step,x,y
9.00,9.00,106.07,82.55
9.00,10.00,126.59,96.83
9.00,11.00,144.26,79.15
9.00,12.00,164.84,64.96
9.00,13.00,184.63,80.24
9.00,14.00,206.60,92.17
9.00,15.00,224.28,109.84
9.00,16.00,226.74,134.72
9.00,17.00,247.62,120.97
9.00,18.00,231.90,140.41
9.00,19.00,254.38,151.35
9.00,20.00,272.06,169.03
9.00,21.00,248.18,176.45
9.00,22.00,265.98,194.01
9.00,23.00,252.04,214.76
9.00,24.00,269.72,232.43
9.00,25.00,291.62,220.38
9.00,26.00,304.80,199.14
9.00,27.00,324.53,214.49
9.00,28.00,342.21,232.17
9.00,29.00,366.55,237.87
9.00,30.00,370.71,213.22
9.00,31.00,392.75,225.01
9.00,32.00,414.74,236.91
9.00,33.00,435.83,250.33
9.00,34.00,415.99,265.56
9.00,35.00,399.85,246.47
9.00,36.00,376.26,254.76
9.00,37.00,397.33,268.23
9.00,38.00,422.07,264.65
9.00,39.00,436.98,284.71
9.00,40.00,461.79,287.79
9.00,41.00,466.80,263.30
9.00,42.00,449.13,280.98
9.00,43.00,430.36,297.49
9.00,44.00,424.19,321.72
9.00,45.00,448.69,326.69
9.00,46.00,459.84,349.07
9.00,47.00,477.51,366.74
9.00,48.00,496.24,383.30
9.00,49.00,515.24,367.05
9.00,50.00,537.58,378.27
9.00,51.00,522.49,358.34
9.00,52.00,541.04,375.10
9.00,53.00,558.72,357.42
9.00,54.00,543.00,337.98
9.00,55.00,525.83,356.14
9.00,56.00,550.78,357.66
9.00,57.00,526.18,353.18
9.00,58.00,545.16,369.46
9.00,59.00,520.24,371.41
9.00,60.00,541.61,358.44
9.00,61.00,566.45,355.58
9.00,62.00,541.48,356.87
9.00,63.00,566.39,358.91
9.00,64.00,551.36,378.89
9.00,65.00,555.30,354.20
9.00,66.00,577.84,365.02
9.00,67.00,585.39,388.85
9.00,68.00,564.97,403.27
9.00,69.00,577.98,381.92
9.00,70.00,560.91,400.19
9.00,71.00,541.18,415.54
9.00,72.00,563.59,426.63
9.00,73.00,549.87,405.73
9.00,74.00,537.77,427.61
9.00,75.00,531.87,451.90
9.00,76.00,512.97,468.27
9.00,77.00,487.99,467.45
9.00,78.00,466.58,480.36
9.00,79.00,487.68,493.78
9.00,80.00,507.28,509.29
9.00,81.00,493.02,488.75
9.00,82.00,514.01,502.34
9.00,83.00,517.37,527.11
9.00,84.00,503.33,547.79
9.00,85.00,496.05,571.71
9.00,86.00,521.02,572.94
9.00,87.00,544.20,582.30
9.00,88.00,519.36,579.46
9.00,89.00,539.07,594.84
9.00,90.00,560.63,607.50
9.00,91.00,575.19,587.18
9.00,92.00,593.72,570.39
9.00,93.00,569.32,564.95
9.00,94.00,550.73,548.23
9.00,95.00,540.97,525.21
9.00,96.00,544.88,549.91
9.00,97.00,565.79,563.61
9.00,98.00,585.59,578.87
9.00,99.00,603.27,596.55
9.00,100.00,585.59,578.87
10.00,1.00,65.52,224.38
10.00,2.00,85.55,239.34
10.00,3.00,110.53,238.22
10.00,4.00,127.59,256.49
10.00,5.00,126.78,281.47
10.00,6.00,151.67,279.11
10.00,7.00,169.35,296.79
10.00,8.00,163.30,321.05
10.00,9.00,158.54,296.50
10.00,10.00,159.67,271.53
10.00,11.00,170.47,294.08
10.00,12.00,186.69,275.05
10.00,13.00,204.36,257.37
10.00,14.00,220.63,276.36
10.00,15.00,238.30,258.68
10.00,16.00,235.90,283.56
10.00,17.00,241.49,307.93
10.00,18.00,223.51,325.31
10.00,19.00,248.05,330.11
10.00,20.00,266.42,347.06
10.00,21.00,283.59,328.88
10.00,22.00,301.26,346.56
10.00,23.00,301.20,371.56
10.00,24.00,321.35,386.35
10.00,25.00,316.63,410.90
10.00,26.00,340.14,419.41
10.00,27.00,317.42,429.84
10.00,28.00,329.82,408.13
10.00,29.00,350.51,422.18
10.00,30.00,345.81,446.74
10.00,31.00,358.98,467.99
10.00,32.00,377.06,450.73
10.00,33.00,359.39,433.05
10.00,34.00,350.62,456.46
10.00,35.00,368.29,474.14
10.00,36.00,390.68,485.27
10.00,37.00,411.18,470.96
10.00,38.00,406.31,446.44
10.00,39.00,423.99,464.12
10.00,40.00,448.87,461.70
10.00,41.00,467.09,478.82
10.00,42.00,489.72,468.20
10.00,43.00,512.22,457.30
10.00,44.00,534.68,468.28
10.00,45.00,555.73,481.77
10.00,46.00,530.76,480.56
10.00,47.00,548.84,497.82
10.00,48.00,525.51,488.85
10.00,49.00,501.84,480.79
10.00,50.00,521.79,495.86
10.00,51.00,540.64,479.44
10.00,52.00,558.32,497.12
10.00,53.00,568.62,474.34
10.00,54.00,583.39,454.17
10.00,55.00,606.66,445.03
10.00,56.00,625.83,461.08
10.00,57.00,605.91,476.18
10.00,58.00,619.46,455.18
10.00,59.00,638.05,471.89
10.00,60.00,657.92,456.72
10.00,61.00,682.92,456.93
10.00,62.00,699.87,475.30
10.00,63.00,680.79,491.45
10.00,64.00,694.14,512.59
10.00,65.00,716.55,523.68
10.00,66.00,736.15,539.19
10.00,67.00,741.17,563.68
10.00,68.00,760.76,548.16
10.00,69.00,744.14,566.83
10.00,70.00,766.62,577.78
10.00,71.00,787.78,564.46
10.00,72.00,805.46,546.79
10.00,73.00,781.24,553.01
10.00,74.00,798.92,570.69
10.00,75.00,818.57,555.23
10.00,76.00,800.89,537.56
10.00,77.00,818.50,555.31
10.00,78.00,824.21,579.64
10.00,79.00,833.09,556.27
10.00,80.00,858.09,555.90
10.00,81.00,849.29,532.50
10.00,82.00,872.10,542.73
10.00,83.00,889.78,525.05
10.00,84.00,908.58,541.53
10.00,85.00,921.22,519.95
10.00,86.00,933.73,498.31
10.00,87.00,954.39,512.38
10.00,88.00,935.89,529.19
10.00,89.00,953.57,546.87
10.00,90.00,930.58,537.04
10.00,91.00,954.71,530.50
10.00,92.00,937.71,548.82
10.00,93.00,957.01,564.70
10.00,94.00,981.94,562.84
10.00,95.00,969.20,541.33
10.00,96.00,988.48,557.24
10.00,97.00,1000.00,537.62
10.00,98.00,977.98,525.79
10.00,99.00,955.63,514.58
10.00,100.00,932.78,504.44
11.00,1.00,83.62,191.82
11.00,2.00,75.76,168.09
11.00,3.00,93.92,185.27
11.00,4.00,110.35,166.43
11.00,5.00,119.16,189.82
11.00,6.00,143.82,185.72
11.00,7.00,152.69,209.10
11.00,8.00,170.36,226.78
11.00,9.00,188.04,244.46
11.00,10.00,195.03,268.46
11.00,11.00,217.68,279.04
11.00,12.00,242.32,274.83
11.00,13.00,267.32,275.28
11.00,14.00,283.31,294.49
11.00,15.00,276.39,318.51
11.00,16.00,290.31,339.28
11.00,17.00,307.99,356.96
11.00,18.00,322.77,336.79
11.00,19.00,330.92,360.43
11.00,20.00,336.96,384.68
11.00,21.00,327.28,407.73
11.00,22.00,350.94,399.67
11.00,23.00,368.62,381.99
11.00,24.00,392.53,389.27
11.00,25.00,403.88,411.55
11.00,26.00,428.55,415.57
11.00,27.00,446.23,433.25
11.00,28.00,428.88,451.25
11.00,29.00,417.47,429.00
11.00,30.00,441.40,421.79
11.00,31.00,441.55,396.79
11.00,32.00,453.85,418.56
11.00,33.00,459.13,442.99
11.00,34.00,452.43,467.08
11.00,35.00,470.10,449.40
11.00,36.00,493.92,457.01
11.00,37.00,518.49,461.63
11.00,38.00,496.27,473.10
11.00,39.00,520.99,476.83
11.00,40.00,497.26,468.96
11.00,41.00,514.94,486.64
11.00,42.00,530.87,505.90
11.00,43.00,537.86,529.91
11.00,44.00,556.93,546.07
11.00,45.00,539.25,528.39
11.00,46.00,545.28,552.65
11.00,47.00,523.61,540.20
11.00,48.00,548.61,540.44
11.00,49.00,529.10,556.09
11.00,50.00,544.13,576.07
11.00,51.00,519.38,572.55
11.00,52.00,501.70,590.23
11.00,53.00,489.93,612.29
11.00,54.00,510.93,625.85
11.00,55.00,535.17,619.72
11.00,56.00,552.85,637.39
11.00,57.00,528.06,634.12
11.00,58.00,547.74,618.69
11.00,59.00,567.33,634.22
11.00,60.00,587.11,649.50
11.00,61.00,604.79,631.82
11.00,62.00,612.18,607.94
11.00,63.00,629.86,590.26
11.00,64.00,647.54,572.59
11.00,65.00,672.30,576.01
11.00,66.00,697.16,578.68
11.00,67.00,714.84,561.00
11.00,68.00,726.42,583.16
11.00,69.00,730.29,558.46
11.00,70.00,713.49,576.97
11.00,71.00,738.46,575.84
11.00,72.00,760.83,564.67
11.00,73.00,736.17,560.55
11.00,74.00,740.67,585.14
11.00,75.00,762.89,573.68
11.00,76.00,784.22,586.71
11.00,77.00,778.98,562.27
11.00,78.00,757.82,575.58
11.00,79.00,777.00,591.62
11.00,80.00,783.13,567.39
11.00,81.00,761.01,555.74
11.00,82.00,743.43,573.52
11.00,83.00,742.73,548.53
11.00,84.00,742.25,573.52
11.00,85.00,751.79,596.63
11.00,86.00,768.62,615.12
11.00,87.00,755.33,636.29
11.00,88.00,771.58,617.29
11.00,89.00,748.81,627.62
11.00,90.00,768.85,642.56
11.00,91.00,788.63,627.27
11.00,92.00,813.34,623.50
11.00,93.00,817.19,648.20
11.00,94.00,841.90,644.38
11.00,95.00,863.96,632.62
11.00,96.00,872.16,609.00
11.00,97.00,847.24,611.04
11.00,98.00,848.46,586.07
11.00,99.00,870.40,598.07
11.00,100.00,852.72,615.75
12.00,1.00,77.68,217.68
12.00,2.00,61.03,236.33
12.00,3.00,84.27,245.55
12.00,4.00,85.02,270.54
12.00,5.00,102.70,288.22
12.00,6.00,78.83,280.77
12.00,7.00,102.36,272.31
12.00,8.00,120.04,289.99
12.00,9.00,135.80,309.40
12.00,10.00,144.24,332.93
12.00,11.00,149.82,357.30
12.00,12.00,167.24,375.23
12.00,13.00,159.18,398.90
12.00,14.00,181.30,387.25
12.00,15.00,180.53,412.24
12.00,16.00,201.91,399.29
12.00,17.00,219.59,381.61
12.00,18.00,242.75,372.20
12.00,19.00,264.41,384.69
12.00,20.00,288.00,392.96
12.00,21.00,290.82,417.80
12.00,22.00,307.32,436.58
12.00,23.00,326.84,420.95
12.00,24.00,304.15,431.46
12.00,25.00,324.45,446.05
12.00,26.00,342.13,463.72
12.00,27.00,360.98,447.30
12.00,28.00,364.35,422.53
12.00,29.00,386.95,411.84
12.00,30.00,403.12,430.91
12.00,31.00,423.20,445.80
12.00,32.00,446.09,435.73
12.00,33.00,462.19,454.86
12.00,34.00,480.30,472.08
12.00,35.00,497.98,489.76
12.00,36.00,517.27,505.67
12.00,37.00,541.68,511.06
12.00,38.00,542.86,536.03
12.00,39.00,564.35,548.80
12.00,40.00,583.58,564.77
12.00,41.00,577.60,540.50
12.00,42.00,575.15,515.62
12.00,43.00,592.83,533.30
12.00,44.00,568.70,539.84
12.00,45.00,551.02,522.17
12.00,46.00,530.40,508.04
12.00,47.00,520.94,484.90
12.00,48.00,515.79,509.36
12.00,49.00,533.47,527.04
12.00,50.00,527.38,502.79
12.00,51.00,550.31,512.76
12.00,52.00,554.28,537.44
12.00,53.00,575.16,551.20
12.00,54.00,559.37,570.59
12.00,55.00,562.30,595.41
12.00,56.00,580.99,578.80
12.00,57.00,598.66,596.48
12.00,58.00,598.43,621.48
12.00,59.00,587.16,643.79
12.00,60.00,589.52,618.90
12.00,61.00,593.20,594.18
12.00,62.00,572.45,608.12
12.00,63.00,597.45,608.44
12.00,64.00,615.13,626.11
12.00,65.00,592.87,614.72
12.00,66.00,567.89,615.71
12.00,67.00,565.29,640.58
12.00,68.00,585.10,625.33
12.00,69.00,600.41,645.09
12.00,70.00,580.42,630.08
12.00,71.00,598.10,612.40
12.00,72.00,609.43,634.69
12.00,73.00,601.77,658.48
12.00,74.00,577.39,664.01
12.00,75.00,573.51,639.31
12.00,76.00,563.83,616.26
12.00,77.00,584.83,602.71
12.00,78.00,564.79,617.65
12.00,79.00,556.59,594.03
12.00,80.00,571.76,613.90
12.00,81.00,586.39,593.62
12.00,82.00,562.04,587.95
12.00,83.00,585.40,579.04
12.00,84.00,601.05,559.55
12.00,85.00,584.42,578.22
12.00,86.00,579.39,553.73
12.00,87.00,567.84,575.90
12.00,88.00,588.04,561.18
12.00,89.00,604.33,580.14
12.00,90.00,604.06,605.14
12.00,91.00,593.42,582.52
12.00,92.00,606.49,603.83
12.00,93.00,624.17,621.51
12.00,94.00,646.57,632.60
12.00,95.00,665.07,615.79
12.00,96.00,640.31,612.34
12.00,97.00,657.37,594.06
12.00,98.00,645.79,571.91
12.00,99.00,666.13,586.45
12.00,100.00,687.06,600.11
13.00,1.00,84.85,202.74
13.00,2.00,74.99,225.72
13.00,3.00,79.80,250.25
13.00,4.00,101.27,263.05
13.00,5.00,124.21,253.09
13.00,6.00,133.82,230.02
13.00,7.00,148.58,250.19
13.00,8.00,173.37,246.99
13.00,9.00,191.05,229.31
13.00,10.00,180.49,251.97
13.00,11.00,203.87,243.12
13.00,12.00,216.64,264.61
13.00,13.00,241.59,262.97
13.00,14.00,259.27,245.29
13.00,15.00,284.26,245.01
13.00,16.00,301.94,227.33
13.00,17.00,326.94,227.58
13.00,18.00,330.26,252.36
13.00,19.00,344.57,231.86
13.00,20.00,349.19,256.43
13.00,21.00,357.47,280.02
13.00,22.00,382.21,276.40
13.00,23.00,402.68,262.05
13.00,24.00,420.36,244.37
13.00,25.00,443.63,253.50
13.00,26.00,449.78,229.27
13.00,27.00,467.46,211.59
13.00,28.00,485.14,229.27
13.00,29.00,468.54,247.97
13.00,30.00,492.41,240.53
13.00,31.00,517.16,244.04
13.00,32.00,511.69,219.65
13.00,33.00,522.99,241.95
13.00,34.00,530.88,265.67
13.00,35.00,552.14,278.84
13.00,36.00,561.21,302.13
13.00,37.00,572.46,324.46
13.00,38.00,547.46,324.72
13.00,39.00,567.47,309.73
13.00,40.00,592.42,311.20
13.00,41.00,617.25,314.13
13.00,42.00,636.76,329.76
13.00,43.00,621.74,309.77
13.00,44.00,632.03,332.56
13.00,45.00,614.35,314.88
13.00,46.00,598.19,333.96
13.00,47.00,584.82,312.83
13.00,48.00,596.59,334.88
13.00,49.00,571.61,334.03
13.00,50.00,550.04,346.67
13.00,51.00,567.72,328.99
13.00,52.00,592.05,334.74
13.00,53.00,609.73,352.41
13.00,54.00,634.58,349.65
13.00,55.00,643.63,326.35
13.00,56.00,649.01,350.77
13.00,57.00,658.93,373.71
13.00,58.00,658.26,398.70
13.00,59.00,635.32,408.64
13.00,60.00,660.06,405.02
13.00,61.00,684.28,398.81
13.00,62.00,704.49,384.11
13.00,63.00,722.17,366.43
13.00,64.00,732.63,389.14
13.00,65.00,707.67,387.64
13.00,66.00,703.28,412.25
13.00,67.00,717.74,432.65
13.00,68.00,705.07,454.20
13.00,69.00,729.27,447.94
13.00,70.00,722.09,471.89
13.00,71.00,721.09,496.87
13.00,72.00,697.43,504.96
13.00,73.00,672.43,504.78
13.00,74.00,690.11,522.46
13.00,75.00,710.13,537.43
13.00,76.00,722.01,515.43
13.00,77.00,737.86,496.10
13.00,78.00,742.29,471.50
13.00,79.00,766.67,465.97
13.00,80.00,791.47,469.11
13.00,81.00,772.95,485.91
13.00,82.00,790.87,503.34
13.00,83.00,774.74,484.24
13.00,84.00,758.61,465.14
13.00,85.00,783.60,465.93
13.00,86.00,801.28,483.61
13.00,87.00,824.55,474.49
13.00,88.00,808.68,455.17
13.00,89.00,826.36,437.50
13.00,90.00,847.11,423.55
13.00,91.00,846.61,448.54
13.00,92.00,869.05,459.57
13.00,93.00,886.59,477.38
13.00,94.00,876.84,500.40
13.00,95.00,881.53,524.96
13.00,96.00,899.94,541.87
13.00,97.00,882.26,524.19
13.00,98.00,905.58,515.19
13.00,99.00,884.25,502.16
13.00,100.00,859.28,503.38
14.00,1.00,77.85,217.51
14.00,2.00,95.53,235.18
14.00,3.00,114.04,218.39
14.00,4.00,105.57,194.86
14.00,5.00,123.25,212.54
14.00,6.00,144.92,225.01
14.00,7.00,165.94,238.54
14.00,8.00,154.66,216.23
14.00,9.00,167.84,237.47
14.00,10.00,185.65,219.92
14.00,11.00,203.32,202.25
14.00,12.00,228.00,206.28
14.00,13.00,232.55,230.86
14.00,14.00,249.84,248.92
14.00,15.00,274.52,244.92
14.00,16.00,299.06,240.15
14.00,17.00,314.40,259.88
14.00,18.00,332.08,277.56
14.00,19.00,350.66,294.29
14.00,20.00,369.10,277.41
14.00,21.00,346.45,266.83
14.00,22.00,349.87,291.59
14.00,23.00,367.55,309.27
14.00,24.00,388.06,323.55
14.00,25.00,409.77,311.15
14.00,26.00,431.38,298.58
14.00,27.00,455.08,306.54
14.00,28.00,451.36,281.82
14.00,29.00,463.37,259.89
14.00,30.00,481.05,277.57
14.00,31.00,490.40,254.38
14.00,32.00,489.37,279.36
14.00,33.00,470.30,295.53
14.00,34.00,492.06,283.22
14.00,35.00,508.56,302.00
14.00,36.00,492.06,283.23
14.00,37.00,516.78,279.53
14.00,38.00,537.60,265.68
14.00,39.00,555.27,248.01
14.00,40.00,577.44,259.56
14.00,41.00,559.77,277.24
14.00,42.00,579.90,292.06
14.00,43.00,562.22,274.38
14.00,44.00,556.55,250.03
14.00,45.00,570.16,229.06
14.00,46.00,583.41,250.27
14.00,47.00,600.73,232.25
14.00,48.00,583.92,213.75
14.00,49.00,600.04,194.64
14.00,50.00,593.56,218.78
14.00,51.00,578.56,198.79
14.00,52.00,597.93,214.58
14.00,53.00,592.38,190.21
14.00,54.00,574.70,207.89
14.00,55.00,599.65,206.24
14.00,56.00,608.98,229.44
14.00,57.00,631.88,239.47
14.00,58.00,614.20,257.15
14.00,59.00,638.23,264.04
14.00,60.00,658.38,249.24
14.00,61.00,667.36,272.57
14.00,62.00,686.78,256.84
14.00,63.00,701.05,236.30
14.00,64.00,686.58,256.69
14.00,65.00,668.90,274.37
14.00,66.00,687.32,291.27
14.00,67.00,703.57,272.27
14.00,68.00,678.58,272.63
14.00,69.00,698.38,257.38
14.00,70.00,716.06,239.70
14.00,71.00,733.70,221.99
14.00,72.00,751.38,204.31
14.00,73.00,776.30,206.37
14.00,74.00,765.91,183.63
14.00,75.00,787.14,170.43
14.00,76.00,787.26,195.43
14.00,77.00,769.58,177.75
14.00,78.00,772.00,202.63
14.00,79.00,780.29,179.05
14.00,80.00,786.70,203.21
14.00,81.00,769.02,220.89
14.00,82.00,777.62,244.36
14.00,83.00,795.55,261.78
14.00,84.00,808.62,240.47
14.00,85.00,831.62,250.28
14.00,86.00,854.73,240.75
14.00,87.00,877.72,230.92
14.00,88.00,895.40,213.24
14.00,89.00,879.47,193.97
14.00,90.00,866.42,172.65
14.00,91.00,855.83,150.00
14.00,92.00,841.74,129.35
14.00,93.00,818.25,120.81
14.00,94.00,793.45,124.01
14.00,95.00,817.47,130.94
14.00,96.00,842.22,127.44
14.00,97.00,841.30,102.46
14.00,98.00,819.13,114.02
14.00,99.00,818.31,139.01
14.00,100.00,796.79,151.73
15.00,1.00,77.68,182.32
15.00,2.00,96.06,199.27
15.00,3.00,95.17,224.25
15.00,4.00,112.44,206.17
15.00,5.00,133.05,220.32
15.00,6.00,155.59,209.52
15.00,7.00,158.95,234.29
15.00,8.00,149.94,257.61
15.00,9.00,168.07,274.84
15.00,10.00,192.14,281.58
15.00,11.00,196.88,306.12
15.00,12.00,207.37,283.43
15.00,13.00,212.75,259.01
15.00,14.00,229.47,277.60
15.00,15.00,234.08,253.02
15.00,16.00,251.76,235.35
15.00,17.00,228.16,227.10
15.00,18.00,228.95,202.11
15.00,19.00,253.90,200.45
15.00,20.00,276.04,188.85
15.00,21.00,300.87,185.98
15.00,22.00,323.47,175.29
15.00,23.00,341.15,192.97
15.00,24.00,366.15,192.84
15.00,25.00,366.00,217.84
15.00,26.00,383.68,235.52
15.00,27.00,401.73,218.22
15.00,28.00,419.40,235.90
15.00,29.00,433.85,256.30
15.00,30.00,418.78,276.25
15.00,31.00,394.34,281.49
15.00,32.00,403.58,304.71
15.00,33.00,391.94,326.84
15.00,34.00,415.56,335.02
15.00,35.00,427.30,357.09
15.00,36.00,452.13,360.03
15.00,37.00,469.38,341.93
15.00,38.00,457.89,364.13
15.00,39.00,476.11,381.25
15.00,40.00,488.62,359.61
15.00,41.00,506.30,377.29
15.00,42.00,530.73,372.01
15.00,43.00,555.73,372.04
15.00,44.00,580.38,376.21
15.00,45.00,555.57,373.13
15.00,46.00,564.83,349.91
15.00,47.00,582.51,332.23
15.00,48.00,606.37,339.68
15.00,49.00,581.53,342.51
15.00,50.00,606.50,343.70
15.00,51.00,582.62,351.08
15.00,52.00,557.77,353.83
15.00,53.00,564.86,377.80
15.00,54.00,574.11,354.58
15.00,55.00,591.79,336.90
15.00,56.00,611.65,352.08
15.00,57.00,629.34,334.42
15.00,58.00,611.66,316.75
15.00,59.00,598.57,295.45
15.00,60.00,623.09,290.55
15.00,61.00,628.16,266.07
15.00,62.00,653.14,265.02
15.00,63.00,674.59,277.86
15.00,64.00,663.85,255.28
15.00,65.00,639.06,258.48
15.00,66.00,633.59,234.09
15.00,67.00,632.52,259.06
15.00,68.00,643.03,236.38
15.00,69.00,637.81,211.93
15.00,70.00,615.95,199.80
15.00,71.00,630.66,220.02
15.00,72.00,651.73,233.46
15.00,73.00,672.17,247.87
15.00,74.00,689.85,230.19
15.00,75.00,666.29,221.82
15.00,76.00,690.79,226.77
15.00,77.00,686.05,202.22
15.00,78.00,708.59,191.40
15.00,79.00,683.76,194.30
15.00,80.00,701.11,212.30
15.00,81.00,724.51,203.53
15.00,82.00,749.12,207.95
15.00,83.00,750.14,232.93
15.00,84.00,725.92,226.73
15.00,85.00,715.31,204.09
15.00,86.00,712.50,179.25
15.00,87.00,736.78,173.29
15.00,88.00,722.20,152.98
15.00,89.00,747.10,150.74
15.00,90.00,771.98,153.14
15.00,91.00,789.66,170.82
15.00,92.00,773.59,189.97
15.00,93.00,755.91,207.65
15.00,94.00,731.53,213.19
15.00,95.00,749.59,195.90
15.00,96.00,765.60,176.70
15.00,97.00,782.44,195.18
15.00,98.00,760.09,183.97
15.00,99.00,780.81,169.98
15.00,100.00,795.85,189.95
16.00,1.00,82.86,210.12
16.00,2.00,100.54,227.80
16.00,3.00,123.85,218.76
16.00,4.00,133.38,195.65
16.00,5.00,134.99,220.60
16.00,6.00,152.67,202.92
16.00,7.00,133.08,187.39
16.00,8.00,147.39,166.89
16.00,9.00,171.07,158.87
16.00,10.00,179.95,182.24
16.00,11.00,185.28,206.67
16.00,12.00,205.49,221.38
16.00,13.00,229.91,226.72
16.00,14.00,241.51,248.87
16.00,15.00,266.42,251.07
16.00,16.00,287.30,264.81
16.00,17.00,312.21,262.66
16.00,18.00,306.89,238.23
16.00,19.00,324.56,255.91
16.00,20.00,344.50,270.99
16.00,21.00,364.99,285.31
16.00,22.00,365.71,310.30
16.00,23.00,383.97,293.22
16.00,24.00,401.64,275.54
16.00,25.00,413.21,297.70
16.00,26.00,400.84,319.43
16.00,27.00,401.35,294.44
16.00,28.00,412.14,316.99
16.00,29.00,414.43,292.09
16.00,30.00,435.37,305.74
16.00,31.00,445.84,283.04
16.00,32.00,451.07,258.59
16.00,33.00,473.44,247.43
16.00,34.00,455.99,229.54
16.00,35.00,436.18,244.79
16.00,36.00,421.81,265.24
16.00,37.00,436.37,285.57
16.00,38.00,436.27,260.57
16.00,39.00,418.59,278.25
16.00,40.00,401.31,296.31
16.00,41.00,420.81,280.67
16.00,42.00,438.49,263.00
16.00,43.00,463.02,258.15
16.00,44.00,469.76,234.07
16.00,45.00,489.72,249.12
16.00,46.00,469.21,234.83
16.00,47.00,481.94,256.34
16.00,48.00,500.02,273.60
16.00,49.00,502.03,298.52
16.00,50.00,524.81,308.81
16.00,51.00,544.72,293.69
16.00,52.00,561.16,312.52
16.00,53.00,575.03,291.73
16.00,54.00,592.71,309.41
16.00,55.00,610.39,327.08
16.00,56.00,631.08,341.11
16.00,57.00,655.65,336.47
16.00,58.00,678.84,345.81
16.00,59.00,702.80,352.96
16.00,60.00,679.68,362.47
16.00,61.00,684.55,337.95
16.00,62.00,697.93,316.83
16.00,63.00,674.19,324.68
16.00,64.00,656.51,307.00
16.00,65.00,646.89,330.07
16.00,66.00,628.98,347.51
16.00,67.00,653.91,349.48
16.00,68.00,677.91,342.48
16.00,69.00,689.47,320.32
16.00,70.00,714.33,322.96
16.00,71.00,690.45,315.55
16.00,72.00,713.90,324.22
16.00,73.00,734.09,338.97
16.00,74.00,719.04,358.93
16.00,75.00,726.09,382.91
16.00,76.00,709.65,401.75
16.00,77.00,684.78,399.19
16.00,78.00,709.03,405.28
16.00,79.00,684.09,403.52
16.00,80.00,659.13,404.87
16.00,81.00,676.81,387.19
16.00,82.00,677.29,362.19
16.00,83.00,688.28,384.65
16.00,84.00,712.55,378.66
16.00,85.00,694.06,361.83
16.00,86.00,684.70,338.65
16.00,87.00,693.57,362.02
16.00,88.00,668.63,363.72
16.00,89.00,692.99,358.12
16.00,90.00,715.43,369.14
16.00,91.00,733.11,386.82
16.00,92.00,756.09,376.97
16.00,93.00,779.98,369.61
16.00,94.00,803.84,377.09
16.00,95.00,806.17,401.98
16.00,96.00,826.55,387.49
16.00,97.00,851.33,384.22
16.00,98.00,833.65,366.54
16.00,99.00,854.21,380.77
16.00,100.00,866.05,358.75
17.00,1.00,84.99,200.83
17.00,2.00,108.00,191.07
17.00,3.00,127.12,207.17
17.00,4.00,145.97,190.75
17.00,5.00,170.97,190.56
17.00,6.00,187.29,171.63
17.00,7.00,204.97,153.95
17.00,8.00,222.65,171.63
17.00,9.00,240.32,189.30
17.00,10.00,262.27,201.27
17.00,11.00,279.95,218.95
17.00,12.00,297.63,201.27
17.00,13.00,320.46,191.08
17.00,14.00,342.13,178.61
17.00,15.00,350.01,154.89
17.00,16.00,359.00,178.21
17.00,17.00,376.67,195.89
17.00,18.00,398.19,208.62
17.00,19.00,415.18,226.96
17.00,20.00,417.93,251.81
17.00,21.00,441.76,259.35
17.00,22.00,462.19,273.76
17.00,23.00,440.92,260.63
17.00,24.00,458.60,278.31
17.00,25.00,476.27,295.99
17.00,26.00,493.95,278.31
17.00,27.00,517.31,287.22
17.00,28.00,518.29,262.24
17.00,29.00,543.29,262.54
17.00,30.00,567.12,254.98
17.00,31.00,586.47,239.15
17.00,32.00,607.77,226.06
17.00,33.00,614.24,250.21
17.00,34.00,631.91,232.54
17.00,35.00,630.00,207.61
17.00,36.00,654.20,213.91
17.00,37.00,678.92,217.63
17.00,38.00,703.37,222.84
17.00,39.00,683.70,207.40
17.00,40.00,701.38,225.08
17.00,41.00,721.29,209.97
17.00,42.00,724.78,185.21
17.00,43.00,713.15,163.08
17.00,44.00,730.83,145.41
17.00,45.00,749.56,161.97
17.00,46.00,769.90,176.50
17.00,47.00,794.44,181.29
17.00,48.00,808.03,202.27
17.00,49.00,824.75,183.68
17.00,50.00,809.90,163.57
17.00,51.00,834.00,156.90
17.00,52.00,809.79,150.65
17.00,53.00,785.00,147.38
17.00,54.00,807.50,136.48
17.00,55.00,817.68,113.65
17.00,56.00,804.00,92.72
17.00,57.00,826.96,82.82
17.00,58.00,802.25,79.01
17.00,59.00,802.17,54.01
17.00,60.00,813.07,76.51
17.00,61.00,788.63,81.75
17.00,62.00,805.40,100.29
17.00,63.00,827.89,89.37
17.00,64.00,816.36,67.19
17.00,65.00,836.19,82.42
17.00,66.00,845.94,59.41
17.00,67.00,822.73,50.12
17.00,68.00,844.43,37.69
17.00,69.00,868.65,43.89
17.00,70.00,893.65,43.58
17.00,71.00,894.40,18.59
17.00,72.00,875.01,2.82
17.00,73.00,867.35,0.00
17.00,74.00,847.08,14.63
17.00,75.00,828.20,31.01
17.00,76.00,848.05,46.21
17.00,77.00,825.26,35.93
17.00,78.00,800.82,30.67
17.00,79.00,793.79,6.68
17.00,80.00,813.90,0.00
17.00,81.00,799.74,0.00
17.00,82.00,779.52,0.00
